,author,dish,type,inglst,time_prep,time_cook,tags,ingredients,servings,rating_star,rating_num,meta_description
236,Coco Morante,Salisbury Steak with Mushroom Gravy,beef,"['beef', 'breadcrumbs', 'cooking', 'crimini', 'mushrooms', 'onion', 'tomato', 'beef']",10,45,"['dinner', '1-pot', 'budget', 'ground beef']","1 pound ground beef,1/3 cup plain breadcrumbs,1 large egg,1/2 teaspoon salt,1/4 teaspoon ground black pepper,2 tablespoons neutral-flavored oil cooking oil (I use ,),8 ounces crimini or brown mushrooms, sliced,1 small yellow onion, sliced,1 clove garlic, chopped,2 tablespoons tomato paste,1 1/2 teaspoons prepared yellow mustard,1 1/2 cups low sodium beef broth,2 teaspoons cornstarch,1 tablespoon water,2 tablespoons chopped fresh parsley, for garnish (optional)",4 servings,5,9.0,Classic Salisbury Steak with Mushroom Gravy! It's ready in under an hour and cooks all in one skillet. Just like mom used to make. Serve with buttered noodles or mashed potatoes.
237,Elise Bauer,Grilled Skirt Steak Skewers,beef,"['honey', 'wine', 'chili', 'pepper', 'steak', 'membranes', 'grill', 'grates']",60,20,"['favorite summer', 'grill', 'beef', 'skewer', 'skirt steak']","1/3 cup extra virgin olive oil,1/3 cup soy sauce,1/4 cup honey,2 cloves garlic, minced,1 tablespoon red wine vinegar,1-inch piece of ginger, sliced,1/2 teaspoon red chili pepper flakes,1/2 teaspoon freshly ground black pepper,1 1/2 to 2 pounds skirt steak, trimmed of membranes and silver skin,Olive oil for grill grates",Serves 6 to 8,5,20.0,"Marinated skirt steak, threaded onto skewers and grilled, becomes melt-in-your-mouth tender and delicious, with wonderful caramelized bits! "
238,Elise Bauer,Peppercorn Steak,beef,"['steaks', 'person', 'corns', 'onions', 'beef', 'version', 'heavy']",5,25,"['dinner', 'low carb', 'steak']","4 good-sized steaks (1/2 pound to a pound each, allow for 1/2 pound per person),Salt,2 tablespoons extra virgin olive oil or canola oil,3 tablespoons black peppercorns, cracked,1/4 cup finely chopped shallots or onions,1/4 cup cognac or other brandy,1 cup beef broth or stock (for gluten-free version use gluten-free stock),1/4 cup heavy cream,1/4 cup finely chopped parsley","Serves 4-6, depending on how big the steaks, and how hungry the eaters",5,9.0,"Classic Steak au Poivre, or steak with a creamy peppercorn sauce"
239,Sally Vargas,Quick and Easy Bolognese Sauce,beef,"['onion', 'carrot', 'stalk', 'celery', 'beef', 'table', 'milk', 'wine', 'marzano', 'tomatoes', 'juice', 'pasta']",5,35,"['family-friendly', 'quick and easy', 'italian', 'pasta sauce']","1/2 large yellow onion, cut into 2-inch chunks,1 large carrot, peeled and thickly sliced,1 large stalk celery, thickly sliced,2 tablespoons unsalted butter,1 pound ground beef,1/2 teaspoon table salt,1/8 teaspoon freshly ground black pepper,1/2 cup whole milk,Pinch of nutmeg,3/4 cup dry white wine,1 (28-ounce) can whole San Marzano or other good quality tomatoes with thick juice,12 ounces cooked pasta (for serving)",4 cups sauce,5,1.0,"Rich, meaty Bolognese Sauce is easy to make and can be on the table in 35 minutes. Use it to top pasta noodles, or layer in lasagna. It’s freezer-friendly too. Make a double or triple batch to enjoy all winter long! "
240,Elise Bauer,Swiss Steak,beef,"['round', 'top', 'round', 'couple', 'pepper', 'onion', 'tomatoes', 'marjoram']",30,90,"['dinner', 'comfort food', 'beef', 'steak']","One 2 to 2 1/2 pound round or top round steak, about an inch thick,A couple tablespoons of flour,Salt and pepper,3 tablespoons extra virgin olive oil,1 onion, roughly chopped,1 clove garlic, chopped,2 cups puréed tomatoes (canned or fresh),2 teaspoons each of fresh thyme, sage, marjoram, or 1/2 teaspoon each of dried",Serves 4 to 6,5,5.0,This classic Swiss steak is made with a thick slice of top round steak slow cooked in tomato sauce until completely tender. One steak will easily feed a whole family.
241,Megan Keno,Cheesy Hamburger Pasta Skillet,beef,"['beef', 'bell', 'pepper', 'onion', 'chicken', 'broth', 'egg', 'noodles', 'cheddar', 'mozzarella']",10,30,"['dinner', '1-pot', 'comfort food', 'kid-friendly']","1 pound lean ground beef,1 medium green bell pepper, diced,1/2 large sweet onion, diced,2 medium cloves garlic, minced,1/2 teaspoon salt,1/2 teaspoon ground pepper,2 1/2 cups chicken broth,1 1/2 cups half-and-half,2 tablespoons all-purpose flour,8 ounces wide egg noodles,2 cups shredded cheddar or mozzarella",6,5,4.0,"Cheesy Hamburger Pasta Skillet! Way better than a box mix and just as quick and easy! 1-pot, make it for dinner and have the leftovers for lunch."
242,Elise Bauer,Chili Beans with Rice,beef,"['pinto', 'beans', 'beans', 'beef', 'turkey', 'rice', 'onion', 'chili', 'tomatoes', 'pepper']",5,35,"['game day', 'budget', 'mexican and tex mex', 'chili']","2 cups (1 pound) dry pinto beans OR 4 15-ounce cans pinto beans, drained,1 pound ground beef or ground turkey,2 cups uncooked white rice,1 yellow onion, chopped (about 1 1/2 cups),2 tablespoons extra virgin olive oil,2 cloves garlic, chopped (about 1 teaspoon),1 to 2 tablespoons chili powder,1 tablespoon chopped parsley,1 (14-ounce) can crushed or whole peeled tomatoes,1 jalapeño pepper (cooked, canned), sliced ,1 teaspoon salt,1 teaspoon sugar,1/2 cup of fresh cilantro leaves",Serves 4,5,12.0,Chili beans are a quick way to get your chili fix! They're ready in under 45 minutes and are great served over rice for an easy weeknight meal. This version is made with ground beef and pinto beans.
243,Nick Evans,Cheesy Baked Hot Dogs,beef,"['beef', 'dogs', 'dogs', 'cheddar', 'onion', 'relish', 'pickles', 'spicy', 'cauliflower', 'banana', 'peppers']",5,30,"['eat your food', 'budget', 'kid-friendly', 'quick and easy', 'hot dog']","6 all-beef hot dogs,6 hot dogs buns, top cut,3/4 to 1 cup grated cheddar cheese,1/2 white onion, diced,Sweet pickle relish,Ketchup,1/2 cup diced dill pickles,1/2 cup diced spicy pickled cauliflower,1/4 cup diced banana peppers",6 hot dogs; serves 2 adults and 2 kids,,,"Cheesy Baked Hot Dogs! Take a perennial kid favorite—hot dogs—to the next level by adding cheese and baking them in the oven to crispy, gooey perfection. Some onions and relish help, too. "
244,Hank Shaw,Beef Roulades with Walnut Parsley Pesto,beef,"['walnuts', 'pecorino', 'bacon', 'flank', 'steak', 'lemon']",30,35,"['holiday', 'beef', 'pesto']","1 cup chopped parsley,1/2 cup shelled walnuts, about 1 3/4 ounces,1/4 cup grated parmesan or pecorino cheese,2 garlic cloves, roughly chopped,1/4 teaspoon salt,1/4 cup extra virgin olive oil,1/2 pound thin-cut bacon,1 1/2 to 1 3/4 pounds flank steak,Salt and black pepper,Lemon wedges to serve",Serves 4-6,5,5.0,"Flank steak pounded and stuffed with pesto, wrapped in bacon, rolled into a roulade or pinwheel and roasted."
245,Elise Bauer,Beef Goulash with Dumplings,beef,"['onions', 'onions', 'paprika', 'spicy', 'paprika', 'marjoram', 'tomato', 'chicken', 'chuck', 'roast', 'baking', 'milk']",10,135,"['soup and stew', 'comfort food', 'dumplings', 'goulash']","2 tablespoons extra virgin olive oil,2 large onions, thinly sliced (about 4 cups sliced onions),1 tablespoon sugar,3 garlic cloves, minced (about 1 Tbsp),1 tablespoon caraway seeds, toasted and ground,6 tablespoons sweet Hungarian paprika,1 teaspoon spicy Hungarian paprika,2 tablespoons minced fresh marjoram or oregano (or 1 Tbsp of dried),1 teaspoon minced fresh thyme (or 1/2 teaspoon dried),1 bay leaf,3 tablespoons tomato paste,2 tablespoons balsamic vinegar,4 cups chicken stock,2 1/2 pounds chuck roast, cut into 2-inch cubes (trimmed of excess fat),1 teaspoon kosher salt,1/4 teaspoon freshly ground black pepper,2 cups cake flour,2 teaspoons baking powder,1 teaspoon salt,3/4 cup milk,2 tablespoons melted butter",Serves 4 to 6,5,9.0,"Beef goulash with light, fluffy dumplings.  Central European goulash, a beef stew with Hungarian paprika, onions, tomato paste, cubed chuck roast, herbs and stock."
246,Elise Bauer,Traditional Roast Beef Hash,beef,"['roast', 'beef', 'pot', 'roast', 'beef', 'russett', 'yukon', 'gold', 'potatoes', 'onion', 'pepper']",10,20,"['quick and easy', 'gluten-free', 'beef roast', 'hash']","2 cups roughly chopped cooked roast beef or pot roast beef,1 large Russett or 2 smaller Yukon gold potatoes, peeled and quartered,1 large onion, peeled and quartered,3 tablespoons extra virgin olive oil,Salt and pepper,Ketchup",,5,6.0,"Traditional roast beef hash! Cooked beef, ground through a meat grinder with onions and potatoes and then fried. "
247,Coco Morante,Instant Pot Beef Brisket,beef,"['beef', 'brisket', 'onions', 'dry', 'wine', 'paprika']",15,90,"['video', 'passover', 'instant pot', 'jewish', 'gluten-free']","2 1/2 to 3 1/2 pounds beef brisket (certified kosher, if needed),1 1/2 teaspoons kosher salt, divided,1/2 teaspoon ground black pepper,1 tablespoon olive oil,3 medium yellow onions, sliced,3 large garlic cloves, peeled,1/2 cup water,1/2 cup dry red wine,1/4 cup ketchup,1 teaspoon dried rosemary,1 teaspoon dried thyme leaves,1 teaspoon paprika",6 to 8 servings,5,3.0,Tender brisket in half the time with the pressure cooker! Perfect for Passover dinner or Sunday suppers. Easy blender gravy.
248,Coco Morante,"Joe’s Special (Scrambled Eggs with Spinach, Beef, and Mushrooms)",beef,"['crimini', 'mushrooms', 'onion', 'bag', 'baby', 'beef', 'eggs', 'bread', 'rolls']",10,30,"['breakfast and brunch', 'quick and easy', 'gluten-free', 'low carb']","2 tablespoons unsalted butter,8 ounces crimini mushrooms, sliced,1 medium yellow onion, diced,4 cloves garlic, chopped,1 teaspoon salt, divided,6-ounce bag (8 cups) baby spinach,1 pound (85 to 95%) lean ground beef,1 teaspoon Worcestershire sauce,1/4 teaspoon ground black pepper,1/8 teaspoon ground nutmeg,6 large eggs,1 teaspoon Tabasco sauce, optional,Sliced sourdough bread or rolls, to serve",4 to 6 servings,5,9.0,"Make a diner classic for dinner tonight - Joe's Special! Scrambled eggs with spinach, beef, onions, garlic, and mushrooms. 30 minutes."
249,Elise Bauer,Flank Steak Stir Fry with Asparagus and Red Pepper,beef,"['peanut', 'asparagus', 'flank', 'steak', 'grain', 'grain', 'freezer', 'minutes', 'slice', 'cornstarch', 'gluten', 'version', 'onion', 'tops', 'chili']",15,25,"['stir-fry', 'gluten-free', 'low carb', 'flank steak']","3 Tbsp canola or peanut oil,1/2 lb asparagus, trimmed, cut on the diagonal into 1 1/2 inch lengths (about 1 1/2 cups),1 lb of flank steak, sliced in half lengthwise (along the grain) and then cut into thin strips (across the grain), 2 inches long and 1/4 inch wide (put the steak in the freezer for 15 minutes before slicing to make it easier to slice),1 red bell pepper, seeded, de-ribbed, and cut into thin strips 2 inches long and 1/4 inch wide,2 teaspoons of cornstarch dissolved into 3 Tablespoons of water,3 Tbsp soy sauce (use gluten-free soy sauce for gluten-free version),1 teaspoon finely chopped, peeled, fresh ginger,1 small clove garlic, minced,1 green onion, including green tops, chopped,1/2 teaspoon chili oil",Serves 4,5,5.0,"This Flank Steak Stir Fry comes together quickly with flank steak, asparagus, and red bell peppers. Perfect for a quick midweek dinner!"
250,Elise Bauer,Quick Beef Stew with Mushrooms and White Beans,beef,"['cremini', 'button', 'mushrooms', 'mushroom', 'shiitake', 'oyster', 'chanterelle', 'boneless', 'beef', 'sirloin', 'carrots', 'wine', 'sub', 'beef', 'beans', 'cannellini', 'tomatoes', 'onion']",10,40,"['dinner', 'soup and stew', 'gluten-free', 'beef']","4-5 ounces of cremini or button mushrooms, quartered,4-5 ounces some other fresh mushroom, shiitake, oyster, chanterelle, etc.,1 1/2 pounds boneless beef top sirloin steak, cut into 1-inch cubes,2 tablespoons extra virgin olive oil,Salt,2 medium carrots, cut into 1/4 inch thick slices,1 medium onion, cut lengthwise into thin wedges,2 garlic cloves, sliced thin,1/2 cup dry white or red wine (can sub beef or chicken broth),16-ounce can small white beans (such as Great Northern, navy, or cannellini), rinsed, drained,14 1/2-ounce can diced tomatoes with garlic and onion, undrained,Chopped parsley for garnish",Serves 4-6,5,8.0,"Beef stew, quickly prepared with top sirloin steak, white beans, carrots, onions, tomatoes, and mushrooms."
251,Nick Evans,Sous Vide Beef Bulgogi Bowls,beef,"['steak', 'rice', 'wine', 'chili', 'honey', 'juice', 'lime', 'kimchi', 'thai']",10,10,"['sous vide', 'korean', 'beef']","1 1/2 pounds flank steak,2 teaspoons grated fresh ginger,1 clove garlic, minced,2 tablespoons soy sauce,1 tablespoon brown sugar,1 tablespoon rice wine vinegar,1 teaspoons sesame oil,1/2 teaspoon black pepper,1 tablespoon oil, for sautéing,1/3 cup gochujang chili sauce,1 tablespoon soy sauce,1 tablespoon honey,Juice of 1/2 lime (about 2 tablespoons),, for serving,1/2 cup kimchi or more, for serving,2 tablespoons Sesame seeds, garnish,Handful fresh cilantro, to garnish,Thai basil, to garnish",4 servings,,,"Korean beef bulgogi bowls are such and easy weeknight meal. Cooking the steak sous vide makes it extra tender and flavorful, too! Top with spicy bulgogi sauce and dinner is ready."
252,Elise Bauer,Tuscan Meatloaf with Mushroom Sauce,beef,"['mushrooms', 'beef', 'milk', 'bread', 'crust', 'onion', 'ham', 'cheese', 'egg', 'yolk', 'bread', 'crumbs', 'wine']",20,50,"['dinner', 'beef', 'meatloaf', 'mushroom']","2 oz dried wild mushrooms,1 pound lean ground beef,1 tablespoon milk,One 2-in square of white bread, crust removed,1 tablespoon finely chopped yellow onion,1 teaspoon salt,Freshly ground black pepper,2 tablespoons chopped prosciutto or unsmoked ham,1/3 cup freshly grated Parmesan cheese,1/4 teaspoon minced garlic,1 lightly beaten egg yolk,1/2 cup unflavored bread crumbs,4 tablespoons tomato paste,2 tablespoons extra virgin olive oil,1 tablespoon butter,1/3 cup dry white wine",Serves 4,5,5.0,A tasty Tuscan meatloaf with mushroom sauce.  This recipe has an unusual twist of cooking the meatloaf on the stovetop.
253,Summer Miller,How to Grill the Best Steak,beef,"['ribeye', 'bone', 'bone', 'coarse', 'size', 'golf', 'ball']",65,10,"['video', 'grill', 'how to', 'steak']","1 1/2-inch thick ribeye, bone in or out (about 1 1/2 lbs. without the bone),3/4 teaspoon coarse sea salt or kosher salt,1 teaspoon freshly ground pepper,4 tablespoons butter,Leaves from 4 sprigs of thyme,1 tablespoon minced fresh rosemary,1 clove garlic, minced,1 shallot, about half the size of a golf ball, minced",2 servings,5,1.0,"The most foolproof way to grill the best steak? It's not complicated—it's about small details, like a picking the best cut, air-drying in the fridge, and making an herb butter sauce for basting. Fire up the grill! "
254,Coco Morante,Pressure Cooker Cajun-Spiced Stuffed Peppers,beef,"['bell', 'peppers', 'beef', 'corn', 'kernels', 'variety', 'onion', 'cajun', 'paprika', 'mozzarella', 'cheese']",10,30,"['instant pot', 'ground beef', 'stuffed pepper']","4 small- to medium-sized bell peppers, any color,3/4 pound 93% to 96% lean ground beef,3/4 cup corn kernels (fresh or frozen),1 cup , (any variety),3/4 cup diced red onion,1 1/2 teaspoons Cajun seasoning blend,1/2 teaspoon dried oregano leaves,1/2 teaspoon paprika,3/4 teaspoon kosher salt,1/2 cup shredded mozzarella cheese,2 tablespoons chopped parsley or cilantro",4 servings ,5,3.0,"These Cajun-Spiced Stuffed Peppers are packed with ground beef, onion, rice, and corn, and spices! This meal is ready in the pressure cooker in a half an hour. "
255,Elise Bauer,Grilled Bacon-Wrapped Stuffed Hot Dogs,beef,"['dogs', 'cheddar', 'cheese', 'onions', 'sauerkraut', 'dog', 'buns']",10,11,"['dinner', 'grill', 'hot dog', 'sauerkraut']","1 teaspoon ketchup,1 teaspoon Dijon mustard,4 large hot dogs, knockwurst, or kielbasa,1/2 ounce cheddar cheese, cut into long sticks,2 tablespoons chopped onions,1 cup prepared sauerkraut, drained, roughly chopped,4 slices bacon,Vegetable oil,4 long hot dog buns",Makes 4 stuffed hot dogs,5,6.0,"Bacon-Wrapped Hot Dogs! These are the absolute ultimate hot dog. They're stuffed with cheese, onions, and sauerkraut, wrapped in bacon, and cooked on a hot grill. THIS is how to grill hot dogs."
256,Sally Vargas,Moroccan Pot Roast,beef,"['coriander', 'cinnamon', 'paprika', 'pepper', 'marash', 'aleppo', 'pepper', 'chuck', 'roast', 'onion', 'carrots', 'juice', 'lemon', 'juice']",20,150,"['dinner', 'paleo', 'beef', 'pot roast']","2 cloves garlic, minced,2 teaspoons crushed coriander seed,1 teaspoon ground turmeric,1 teaspoon ground ginger,1 teaspoon ground cumin,1 teaspoon ground cinnamon,1 teaspoon paprika,1/4 to 1/2 teaspoon (to taste) crushed red pepper flakes (or if available, Marash or Aleppo pepper*,1/4 teaspoon salt,1/8 teaspoon freshly ground black pepper,2 tablespoons olive oil,1 (3-pound or 1.35 kg) beef chuck roast,1 medium onion, quartered,3 carrots, cut into 2-inch chunks,2 bay leaves,1 cup (235 ml) water,1 cup (235 ml) pomegranate juice,2 tablespoons lemon juice,1/4 cup loosely-packed chopped fresh parsley",6 servings,5,2.0,"Enjoy the flavors of North Africa with this Moroccan Beef Pot Roast! With classic Moroccan spices -- coriander, turmeric, ginger, and cumin"
257,Elise Bauer,Grilled Flank Steak with Mushrooms,beef,"['flank', 'steak', 'mushrooms', 'assortment', 'mushrooms', 'onions', 'wine', 'beef', 'broth']",15,25,"['grill', 'gluten-free', 'low carb', 'steak']","2 pounds flank steak,Salt,Extra virgin olive oil,Black pepper,2 pounds mixed mushrooms (if you can, make sure the assortment includes some shiitake mushrooms, they're especially flavorful), cleaned, roughly chopped,2 tablespoons butter,1/2 cup minced shallots (or onions),1 cup red wine (or beef broth),1 tablespoon minced fresh rosemary",Serves 4-6,5,7.0,"Grilled Flank Steak with Mushrooms is the perfect summer dinner: fast, easy, and delicious, plus it feeds the whole family. Don't skip the mushrooms! They're simmered with rosemary and red wine, and make this simple dinner feel restaurant-worthy."
